,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,Level of Engagement,class
375,7458,7458,bin_bittersweet,2023-03-30 14:37:57+00:00,6429,1929,4,603,384440.0,Congrats sung hanbin for being mnet cliffhanger in all performances🥳😭👏 MNET HATE US SO MUCH https://t.co/52XHUaSpfS,8965,2
376,10722,10722,GIRL0VESICK,2023-03-31 07:39:47+00:00,6890,1843,134,72,105815.0,#JISOO’s ‘ME’ is now the BEST-SELLING ALBUM in the 1st Day Sale in Hanteo History by a Kpop Female Act in 2023 surpassing TWICE’s ‘Ready To Be’. https://t.co/7HzCq0SMeq,8939,2
377,2051,2051,stillnotziora,2023-03-27 18:36:48+00:00,8261,617,28,16,341695.0,maybe y’all are too white for the black kids they can keep y’all atp https://t.co/PoDHnUVuew,8922,2
378,8140,8140,gatewaypundit,2023-03-31 01:54:11+00:00,6583,2101,176,61,110909.0,“The Only Solution is to Shove it Down Their Throats and Put Him Back in the White House!!!” – Donald Trump Jr. Gives EPIC Response to Garbage Trump Indictment https://t.co/PhUNrX4csR,8921,2
379,979,979,jiggyjayy2,2023-03-30 00:20:32+00:00,6781,1708,50,368,618563.0,"You realize the ""talking"" phase or being loyal without a title is goofy asf when you trying to articulate it, ""yeah i can't go out with this other nigga who asked me on a nice date cause me and this other nigga i hang out with would be mad"" look at yourself like, bitch what?",8907,1
380,9212,9212,jiggyjayy2,2023-03-30 00:20:32+00:00,6781,1708,50,368,618478.0,"You realize the ""talking"" phase or being loyal without a title is goofy asf when you trying to articulate it, ""yeah i can't go out with this other nigga who asked me on a nice date cause me and this other nigga i hang out with would be mad"" look at yourself like, bitch what?",8907,1
381,10442,10442,villainpinks,2023-03-26 13:29:44+00:00,6975,1717,35,169,124776.0,filoblinks gave blackpink the best born pink concert to the date i have no doubts about that,8896,2
382,573,573,haneswhitetee,2023-03-27 22:27:56+00:00,7874,884,35,81,410546.0,i know some white boys that’ll kill over this modest mouse shit,8874,0
383,8797,8797,zainabbhx,2023-03-29 13:03:07+00:00,5640,3068,30,119,451314.0,I blame parents for making their sons believe that everything gets done for them &amp; then when they get married the wife has to slave after them,8857,2
384,3562,3562,kcokaine_,2023-03-29 22:56:16+00:00,7888,847,25,30,165972.0,The fact this is not from a SFM porn but just an ingame cutscene is fucking wild.,8790,1
385,4871,4871,againstgrmrs,2023-03-31 21:59:20+00:00,6953,1490,259,85,179761.0,"“Boxes are for cereal, not for human beings.” - @NotScottNewgent 👏  

We as gays and lesbians fought for a very, very long time to dismantle binary gender stereotypes, only for the trans mafia to come and build them all back up. 

If your little girl likes to get dirty in the…",8787,2
386,1031,1031,crackcobain__,2023-03-26 01:22:24+00:00,8200,498,32,57,514771.0,A swoll nigga with a weak ass cut is always bound to do some dum shit,8787,1
387,8801,8801,MrMekzy_,2023-03-31 18:51:04+00:00,7113,1145,389,74,367955.0,"Got married
Moved to a new country 
Started my business
Got a 2023 Toyota Tundra 
My wife is pregnant with twins 

Imagination wan end my existence.",8721,2
388,6520,6520,briantylercohen,2023-03-30 06:36:43+00:00,6298,2251,106,62,119829.0,"Remember when @tedcruz blamed Biden for high egg prices, thereby giving cover to egg producers that then gouged consumers to the tune of a 718% profit increase? Companies know that hacks like Ted will dutifully blame Biden and give them all the cover they need to fuck us over. https://t.co/U0aEBDR0OM",8717,2
389,3106,3106,simonharris_mbd,2023-03-30 16:13:21+00:00,8135,397,145,16,247312.0,"It’s disappointing to see some being negative about Morrisons offering free bowls of cereal to all over the holidays because it’s ‘unhealthy.’ This is a specific partnership with Kellogg’s and at the end of the day, I’d rather kids in poverty just got fed. End of fuckin’ story.",8693,2
390,924,924,jzaceanna,2023-03-30 15:27:20+00:00,6902,1704,22,23,380267.0,then be with the nigga you dreaming of,8651,0
391,11522,11522,nazirafzal,2023-03-30 08:51:38+00:00,6766,1668,146,65,298510.0,"Woman seeking asylum was being interviewed by Home Office about her claim with her child present
She was asked “who is the father?”
She refused to answer as child was born of rape &amp; didn’t know
She was threatened with refusal of her claim until others stepped in

Makes me ashamed",8645,2
392,6729,6729,kerringtonskyy,2023-03-30 20:53:35+00:00,6139,2132,41,286,326496.0,I luv a nigga always asking to see me,8598,0
393,5274,5274,kerringtonskyy,2023-03-30 20:53:35+00:00,6139,2132,41,286,326472.0,I luv a nigga always asking to see me,8598,0
394,5321,5321,againstgrmrs,2023-03-31 21:59:20+00:00,6790,1463,255,85,174265.0,"“Boxes are for cereal, not for human beings.” - @NotScottNewgent 👏  

We as gays and lesbians fought for a very, very long time to dismantle binary gender stereotypes, only for the trans mafia to come and build them all back up. 

If your little girl likes to get dirty in the…",8593,2
395,10655,10655,ChartsJisoo,2023-03-31 11:39:53+00:00,6449,2028,96,20,79950.0,JISOO is the FIRST and ONLY K-pop Female Artist to reach #1 on iTunes US this year 2023 https://t.co/YGMukoOu4X,8593,2
396,8119,8119,KeithOlbermann,2023-03-31 04:09:21+00:00,5457,946,2063,102,329457.0,"BREAKING: THEY HAVE FINALLY INDICTED THE PROVERBIAL HAM SANDWICH.

On white.

Manhattan DA's office confirms: Trump indicted on a reported 34 counts. Nice he finally got the most votes. 

The Trump Tower neigborhood is quiet. TOO quiet.

FRIDAY COUNTDOWN: https://t.co/mNDM3Zipk5 https://t.co/OzA5rt7KMU",8568,2
397,3283,3283,lifewab2,2023-03-31 04:58:33+00:00,7607,792,35,121,626725.0,@btb_savage @fugazii_ Well this didn’t age well https://t.co/kqvWznxpdz,8555,2
398,8115,8115,JoyceWhiteVance,2023-03-31 21:10:06+00:00,7162,1223,65,30,621057.0,"1/ Yesterday a grand jury indicted Donald Trump. We don’t know what the charges are yet, because the indictment is still sealed. That’s not unusual. Typically, indictments remain sealed until a defendant is arraigned. Here, that’s expected to happen on Tuesday.",8480,2
399,927,927,realprettyygirl,2023-03-27 23:38:03+00:00,5503,2546,20,403,324065.0,I’ll be with my Nigga &amp; still say i hate Niggas.,8472,0
400,2056,2056,w_terrence,2023-03-27 01:19:46+00:00,7147,847,430,31,184422.0,"What’s wrong with White People? Yes it’s true I don’t have a lot of black customers and rubbing it in my face is stupid.  Who cares. People are so RACIST. I love all my customers and supporters and yes I love the WHITE ones too! 

My CousinT’s Pancakes &amp; https://t.co/JOaGaqulgw… https://t.co/fCK9n8hUZf",8455,0
401,2815,2815,Binkthorough,2023-03-30 20:45:04+00:00,6723,1590,28,109,631582.0,"Enjoyed my life!!! dated other people, went out, n when you rlly ready, fuck somebody else😂🤷🏾‍♀️they will too!",8450,1
402,5494,5494,eelizeth12,2023-03-29 16:03:20+00:00,6046,2371,15,17,621027.0,This is NO DIFFERENT than all the other mass murderers. Take this damn “sweet little girl” picture down. She was NOT a sweet little girl when she killed those babies. Y’all do anything to justify white people killing kids i’m sick of it,8449,0
403,1713,1713,SouthlandPost,2023-03-24 23:00:01+00:00,7476,620,287,51,1301380.0,"A bar in Cape Town, South Africa confronted for turning away Black people unless they're accompanied by a white person... https://t.co/ddAm8Z5dw1",8434,2
404,604,604,SouthlandPost,2023-03-24 23:00:01+00:00,7476,620,287,51,1301320.0,"A bar in Cape Town, South Africa confronted for turning away Black people unless they're accompanied by a white person... https://t.co/ddAm8Z5dw1",8434,2
405,6247,6247,gtconway3d,2023-03-30 12:52:43+00:00,6712,727,857,117,2267397.0,"It makes no sense for DeSantis to run this cycle.  To beat Trump, DeSantis would have to go hammer and tong in a one-on-one race against him.  DeSantis isn't capable of that, it isn't going to be one-on-one, and even if he were and it was, DeSantis would end up alienating a good…",8413,2
406,10579,10579,benshapiro,2023-03-31 15:02:34+00:00,7093,628,568,61,340675.0,"""So God created mankind in His own image, in the image of God He created them; male and female He created them."" (Genesis 1:27)",8350,2
407,2852,2852,maskofbun,2023-03-30 16:01:39+00:00,6817,1452,24,33,114441.0,"my favorite thing about vashwood is when vash is in trouble wolfwood isn't like ""oh no i need to go save my best friend whom i care for"" he's like ""jesus christ *glass shattering* jesus fucking christ i hate this i hate you *ballistic gunshots* fucking hell fuck this fuck you""",8326,0
408,6986,6986,maskofbun,2023-03-30 16:01:39+00:00,6816,1452,24,33,114383.0,"my favorite thing about vashwood is when vash is in trouble wolfwood isn't like ""oh no i need to go save my best friend whom i care for"" he's like ""jesus christ *glass shattering* jesus fucking christ i hate this i hate you *ballistic gunshots* fucking hell fuck this fuck you""",8325,0
409,7844,7844,maskofbun,2023-03-30 16:01:39+00:00,6816,1452,24,33,114392.0,"my favorite thing about vashwood is when vash is in trouble wolfwood isn't like ""oh no i need to go save my best friend whom i care for"" he's like ""jesus christ *glass shattering* jesus fucking christ i hate this i hate you *ballistic gunshots* fucking hell fuck this fuck you""",8325,0
410,6952,6952,FaggotSwiftie,2023-03-30 11:49:16+00:00,7983,229,24,47,144147.0,@ThePopTingz Not the sunnussy😭,8283,2
411,3364,3364,villainpinks,2023-03-31 19:18:57+00:00,6064,2132,16,58,106421.0,all @BLACKPINK’s debut projects have achieved #1 on itunes worldwide https://t.co/1mlK4xsfaV,8270,2
412,4347,4347,LayahHeilpern,2023-03-27 19:44:46+00:00,7174,383,626,83,521983.0,"I speak for all feminine ladies when I say men look better when they’re eating steak, shooting guns and muscles are bulging 😏 https://t.co/YHGXXCTfeF",8266,2
413,6452,6452,FranHClO,2023-03-31 13:46:00+00:00,7211,879,77,78,846503.0,"Nine out of these ten attackers performed admirably for Simeone, most got to an absolutely elite level.

There is only one that didn’t and Simeone gets all the blame for it.",8245,2
414,8846,8846,BrianRoemmele,2023-03-31 16:15:28+00:00,7343,673,148,74,993052.0,"Dale worked for the same company for 67 years, never married and never had children. He was an extremely frugal man who owned only two pairs of jeans, one to go to work and the other to go to mass on Sunday. He died in 2005.

Before he died, Dale, who could not receive an… https://t.co/maKh6IvSqv",8238,2
415,6239,6239,Naija_PR,2023-03-30 13:55:20+00:00,7491,531,150,31,544354.0,"I beat my boy cause he is my apprentice, i told him yo quit yahoo and he refused, so i flogged him with cane, Oga dey flow apprentice  — Portable https://t.co/v4Djy9jyA6",8203,2
416,943,943,1diorm,2023-03-28 01:17:55+00:00,5840,1896,57,402,461383.0,"a nigga with multiple baby mamas is a loser to me, he lost as fuck.",8195,1
417,6449,6449,BladeoftheS,2023-03-30 20:04:14+00:00,3650,4420,65,59,109375.0,"The School Meals Holiday Hunger payments have been axed a day before they were supposed to be given out.

The Conservatives provided no funding for it but didn’t dare to announce they cancelled it leaving schools to take the blame.

RT if you blame the Conservatives.",8194,2
418,4920,4920,lovedoveclarke,2023-03-28 16:24:39+00:00,7668,271,152,57,484963.0,why is this bitch in my messages like this like I’m VERY confused who she fucking barking at????? all because YOU said you’d keep your imaginary rape baby and you’re mad ppl who have been assaulted got mad?? very unserious https://t.co/fGWXEdlhQi,8148,1
419,6298,6298,ItsMatt_Again,2023-03-29 16:56:14+00:00,7607,485,17,19,667461.0,"""do we support this vulnerable man who needs support to beat an addiction""

""Nah, let's distress and criminalise him whilst publicly humiliating him. I'm sure that'll help""",8128,2
420,1383,1383,HYENABLOOD,2023-03-31 00:06:06+00:00,7228,766,76,47,294209.0,it's actually so fucked up that one of the biggest threats to queer people is this freakshow ass fascist doofus that looks like a haunted precious moments figurine came to life inside an episode of the waltons. https://t.co/ZLaHW3eYFA,8117,0
421,8871,8871,Wizarab10,2023-03-28 15:18:23+00:00,6065,1831,120,84,364666.0,"People are building their relationship from University where all they had was pocket money to beautiful marriages. My classmates married after dating from secondary school.

Only reason you think you need money is because you have centred relationship around money. Poor mentality",8100,2
422,5921,5921,NotScottNewgent,2023-03-28 13:51:06+00:00,6003,1685,312,89,466670.0,"It's no use. This has been nearly 5 yrs of my life, 5 yrs of being made fun of, 5 yrs banging my head into a wall, 5 yrs of revealing raw emotion to try &amp; save kids.

A trans person can praise the Nashville shooter wishing more were killed &amp; still be up on Twitter, yet getting…",8089,2
423,2327,2327,ANI,2023-03-26 07:04:31+00:00,6891,1060,95,14,491106.0,"In this Gorata village, hundreds of people were killed by the army of a cruel Nizam for hoisting just a 2.5-ft tall Tricolour. Today, I proudly say that on the same land, we have hoisted a 103-ft tall Tricolour that can't be hidden from anyone: Union Home Minister Amit Shah… https://t.co/ErZ0LX2GIR",8060,2
424,5916,5916,ANI,2023-03-26 07:04:31+00:00,6891,1060,95,14,491104.0,"In this Gorata village, hundreds of people were killed by the army of a cruel Nizam for hoisting just a 2.5-ft tall Tricolour. Today, I proudly say that on the same land, we have hoisted a 103-ft tall Tricolour that can't be hidden from anyone: Union Home Minister Amit Shah… https://t.co/ErZ0LX2GIR",8060,2
425,980,980,xlaurenlacey,2023-03-30 12:43:27+00:00,5858,1573,32,596,493379.0,"I love caking, I will be on the phone until 1AM with a nigga knowing I gotta get up at 7 😭😭😭 https://t.co/W7PaLmQHHr",8059,1
426,7835,7835,zentreya,2023-03-29 01:25:41+00:00,7170,713,138,23,142151.0,I hate you guys https://t.co/PGwjKMICUT,8044,2
427,7437,7437,RickyDoggin,2023-03-31 20:39:14+00:00,4403,3518,46,76,61244.0,They all loved him until they were told to hate him https://t.co/0OvrATVqAD,8043,2
428,11507,11507,MariaChike,2023-03-30 11:34:41+00:00,5353,1396,438,833,480440.0,"In a world where gender based violence, rape, drug abuse, domestic violence, child abuse, and mental illness are becoming increasingly common, it's important to have resources that can help us navigate these challenges. https://t.co/JPQCo3cQrY",8020,2
